mouse_symbol,mouse_ensembl,human_ensembl,orthology_type
Slc19a1,ENSMUSG00000001436,ENSG00000173638,ortholog_one2one
Fbxo41,ENSMUSG00000047013,ENSG00000163013,ortholog_one2one
Adamts17,ENSMUSG00000058145,ENSG00000140470,ortholog_one2one
Cryab,ENSMUSG00000032060,ENSG00000109846,ortholog_one2one
Frem2,ENSMUSG00000037016,ENSG00000150893,ortholog_one2one
Guca2a,ENSMUSG00000023247,ENSG00000197273,ortholog_one2one
Ell,ENSMUSG00000070002,ENSG00000105656,ortholog_one2one
Sesn2,ENSMUSG00000028893,ENSG00000130766,ortholog_one2one
Mcm3,ENSMUSG00000041859,ENSG00000112118,ortholog_one2one
Mrpl19,ENSMUSG00000030045,ENSG00000115364,ortholog_one2one
Arid3b,ENSMUSG00000004661,ENSG00000179361,ortholog_one2one
Nelfe,ENSMUSG00000024369,ENSG00000204356,ortholog_one2one
Insyn2a,ENSMUSG00000073805,ENSG00000188916,ortholog_one2one
Brpf1,ENSMUSG00000001632,ENSG00000156983,ortholog_one2one
Gata4,ENSMUSG00000021944,ENSG00000136574,ortholog_one2one
Rapgef2,ENSMUSG00000062232,ENSG00000109756,ortholog_one2one
Tacc1,ENSMUSG00000065954,ENSG00000147526,ortholog_one2one
Dnhd1,ENSMUSG00000030882,ENSG00000179532,ortholog_one2one
Exo5,ENSMUSG00000028629,ENSG00000164002,ortholog_one2one
Kcnq4,ENSMUSG00000028631,ENSG00000117013,ortholog_one2one
Thumpd1,ENSMUSG00000030942,ENSG00000066654,ortholog_one2one
Phyhip,ENSMUSG00000003469,ENSG00000168490,ortholog_one2one
Cep131,ENSMUSG00000039781,ENSG00000141577,ortholog_one2one
Atp2b1,ENSMUSG00000019943,ENSG00000070961,ortholog_one2one
Zfp82,ENSMUSG00000098022,ENSG00000181007,ortholog_one2one
Ecsit,ENSMUSG00000066839,ENSG00000130159,ortholog_one2one
Gjb6,ENSMUSG00000040055,ENSG00000121742,ortholog_one2one
Mettl14,ENSMUSG00000028114,ENSG00000145388,ortholog_one2one
Selenok,ENSMUSG00000042682,ENSG00000113811,ortholog_one2one
Xpr1,ENSMUSG00000026469,ENSG00000143324,ortholog_one2one
Trp73,ENSMUSG00000029026,ENSG00000078900,ortholog_one2one
Mrpl52,ENSMUSG00000010406,ENSG00000172590,ortholog_one2one
Ino80b,ENSMUSG00000030034,ENSG00000115274,ortholog_one2one
Adam28,ENSMUSG00000014725,ENSG00000042980,ortholog_one2one
Herpud1,ENSMUSG00000031770,ENSG00000051108,ortholog_one2one
Rab19,ENSMUSG00000029923,ENSG00000146955,ortholog_one2one
Sirt2,ENSMUSG00000015149,ENSG00000068903,ortholog_one2one
Clec2l,ENSMUSG00000079598,ENSG00000236279,ortholog_one2one
Nav1,ENSMUSG00000009418,ENSG00000134369,ortholog_one2one
Cpa3,ENSMUSG00000001865,ENSG00000163751,ortholog_one2one
Dctn1,ENSMUSG00000031865,ENSG00000204843,ortholog_one2one
Mthfd1l,ENSMUSG00000040675,ENSG00000120254,ortholog_one2one
Ubl7,ENSMUSG00000055720,ENSG00000138629,ortholog_one2one
Wdr47,ENSMUSG00000040389,ENSG00000085433,ortholog_one2one
Zfp318,ENSMUSG00000015597,ENSG00000171467,ortholog_one2one
C9orf72,ENSMUSG00000028300,ENSG00000147894,ortholog_one2one
Mmp15,ENSMUSG00000031790,ENSG00000102996,ortholog_one2one
Psmb9,ENSMUSG00000096727,ENSG00000240065,ortholog_one2one
Enox1,ENSMUSG00000022012,ENSG00000120658,ortholog_one2one
Snx20,ENSMUSG00000031662,ENSG00000167208,ortholog_one2one
Cep170,ENSMUSG00000057335,ENSG00000143702,ortholog_one2one
Gabarapl2,ENSMUSG00000031950,ENSG00000034713,ortholog_one2one
Saraf,ENSMUSG00000031532,ENSG00000133872,ortholog_one2one
Atp6v0c,ENSMUSG00000024121,ENSG00000185883,ortholog_one2one
Ctcf,ENSMUSG00000005698,ENSG00000102974,ortholog_one2one
Kank3,ENSMUSG00000042099,ENSG00000186994,ortholog_one2one
Mfn1,ENSMUSG00000027668,ENSG00000171109,ortholog_one2one
Esf1,ENSMUSG00000045624,ENSG00000089048,ortholog_one2one
Mettl16,ENSMUSG00000010554,ENSG00000127804,ortholog_one2one
Enkd1,ENSMUSG00000013155,ENSG00000124074,ortholog_one2one
Jhy,ENSMUSG00000032023,ENSG00000109944,ortholog_one2one
Heatr3,ENSMUSG00000031657,ENSG00000155393,ortholog_one2one
Set,ENSMUSG00000054766,ENSG00000119335,ortholog_one2one
Snx1,ENSMUSG00000032382,ENSG00000028528,ortholog_one2one
Gm973,ENSMUSG00000047361,ENSG00000182329,ortholog_one2one
Cenpl,ENSMUSG00000026708,ENSG00000120334,ortholog_one2one
Nrtn,ENSMUSG00000039481,ENSG00000171119,ortholog_one2one
Def6,ENSMUSG00000002257,ENSG00000023892,ortholog_one2one
Dnlz,ENSMUSG00000075467,ENSG00000213221,ortholog_one2one
Gpr161,ENSMUSG00000040836,ENSG00000143147,ortholog_one2one
Anp32e,ENSMUSG00000015749,ENSG00000143401,ortholog_one2one
Senp3,ENSMUSG00000005204,ENSG00000161956,ortholog_one2one
Mgme1,ENSMUSG00000027424,ENSG00000125871,ortholog_one2one
Pigr,ENSMUSG00000026417,ENSG00000162896,ortholog_one2one
Cdon,ENSMUSG00000038119,ENSG00000064309,ortholog_one2one
U2af1,ENSMUSG00000061613,ENSG00000160201,ortholog_one2one
Atic,ENSMUSG00000026192,ENSG00000138363,ortholog_one2one
Kxd1,ENSMUSG00000055553,ENSG00000105700,ortholog_one2one
Pcsk7,ENSMUSG00000035382,ENSG00000160613,ortholog_one2one
Ccn5,ENSMUSG00000027656,ENSG00000064205,ortholog_one2one
Top3a,ENSMUSG00000002814,ENSG00000177302,ortholog_one2one
Astl,ENSMUSG00000050468,ENSG00000188886,ortholog_one2one
Cnpy2,ENSMUSG00000025381,ENSG00000257727,ortholog_one2one
Psrc1,ENSMUSG00000068744,ENSG00000134222,ortholog_one2one
Cxcr4,ENSMUSG00000045382,ENSG00000121966,ortholog_one2one
Pfdn2,ENSMUSG00000006412,ENSG00000143256,ortholog_one2one
Rpp21,ENSMUSG00000024446,ENSG00000241370,ortholog_one2one
Kin,ENSMUSG00000037262,ENSG00000151657,ortholog_one2one
Maco1,ENSMUSG00000028826,ENSG00000204178,ortholog_one2one
Vip,ENSMUSG00000019772,ENSG00000146469,ortholog_one2one
Acbd7,ENSMUSG00000026644,ENSG00000176244,ortholog_one2one
Nhlrc4,ENSMUSG00000090113,ENSG00000257108,ortholog_one2one
Trak2,ENSMUSG00000026028,ENSG00000115993,ortholog_one2one
Tnnc2,ENSMUSG00000017300,ENSG00000101470,ortholog_one2one
Haao,ENSMUSG00000000673,ENSG00000162882,ortholog_one2one
Rtbdn,ENSMUSG00000048617,ENSG00000132026,ortholog_one2one
Ube2d3,ENSMUSG00000078578,ENSG00000109332,ortholog_one2one
Rsph4a,ENSMUSG00000039552,ENSG00000111834,ortholog_one2one
Tgfbr3l,ENSMUSG00000089736,ENSG00000260001,ortholog_one2one
Fsip1,ENSMUSG00000027344,ENSG00000150667,ortholog_one2one
Mri1,ENSMUSG00000004996,ENSG00000037757,ortholog_one2one
Mfap3,ENSMUSG00000020522,ENSG00000037749,ortholog_one2one
Clcn7,ENSMUSG00000036636,ENSG00000103249,ortholog_one2one
Tle2,ENSMUSG00000034771,ENSG00000065717,ortholog_one2one
Mecr,ENSMUSG00000028910,ENSG00000116353,ortholog_one2one
Cldn7,ENSMUSG00000018569,ENSG00000181885,ortholog_one2one
Apoc4,ENSMUSG00000074336,ENSG00000267467,ortholog_one2one
P2rx3,ENSMUSG00000027071,ENSG00000109991,ortholog_one2one
Smcr8,ENSMUSG00000049323,ENSG00000176994,ortholog_one2one
Peg3,ENSMUSG00000002265,ENSG00000198300,ortholog_one2one
Fam83g,ENSMUSG00000042377,ENSG00000188522,ortholog_one2one
Ypel2,ENSMUSG00000018427,ENSG00000175155,ortholog_one2one
Proca1,ENSMUSG00000044122,ENSG00000167525,ortholog_one2one
Snx10,ENSMUSG00000038301,ENSG00000086300,ortholog_one2one
Gadd45gip1,ENSMUSG00000033751,ENSG00000179271,ortholog_one2one
Bbs5,ENSMUSG00000063145,ENSG00000163093,ortholog_one2one
Stag1,ENSMUSG00000037286,ENSG00000118007,ortholog_one2one
Mtif2,ENSMUSG00000020459,ENSG00000085760,ortholog_one2one
Tom1,ENSMUSG00000042870,ENSG00000100284,ortholog_one2one
Phf24,ENSMUSG00000036062,ENSG00000122733,ortholog_one2one
Cyp2r1,ENSMUSG00000030670,ENSG00000186104,ortholog_one2one
Zbtb24,ENSMUSG00000019826,ENSG00000112365,ortholog_one2one
Rgs16,ENSMUSG00000026475,ENSG00000143333,ortholog_one2one
Cdipt,ENSMUSG00000030682,ENSG00000103502,ortholog_one2one
Cdc42bpa,ENSMUSG00000026490,ENSG00000143776,ortholog_one2one
Nr1d2,ENSMUSG00000021775,ENSG00000174738,ortholog_one2one
Nop53,ENSMUSG00000041560,ENSG00000105373,ortholog_one2one
Dusp26,ENSMUSG00000039661,ENSG00000133878,ortholog_one2one
Uqcr11,ENSMUSG00000020163,ENSG00000127540,ortholog_one2one
Ube2e2,ENSMUSG00000058317,ENSG00000182247,ortholog_one2one
Zc3h10,ENSMUSG00000039810,ENSG00000135482,ortholog_one2one
Optn,ENSMUSG00000026672,ENSG00000123240,ortholog_one2one
Kdm4a,ENSMUSG00000033326,ENSG00000066135,ortholog_one2one
Cpsf4l,ENSMUSG00000018727,ENSG00000187959,ortholog_one2one
Spmip8,ENSMUSG00000090206,ENSG00000159648,ortholog_one2one
Med21,ENSMUSG00000030291,ENSG00000152944,ortholog_one2one
Rgmb,ENSMUSG00000048027,ENSG00000174136,ortholog_one2one
Wnt5a,ENSMUSG00000021994,ENSG00000114251,ortholog_one2one
Ddx11,ENSMUSG00000035842,ENSG00000013573,ortholog_one2one
Tm7sf3,ENSMUSG00000040234,ENSG00000064115,ortholog_one2one
Cdca2,ENSMUSG00000048922,ENSG00000184661,ortholog_one2one
Marcks,ENSMUSG00000069662,ENSG00000277443,ortholog_one2one
Cul4a,ENSMUSG00000031446,ENSG00000139842,ortholog_one2one
Dhcr7,ENSMUSG00000058454,ENSG00000172893,ortholog_one2one
Rtkn2,ENSMUSG00000037846,ENSG00000182010,ortholog_one2one
Eml6,ENSMUSG00000044072,ENSG00000214595,ortholog_one2one
Tle7,ENSMUSG00000095941,ENSG00000260734,ortholog_one2one
Efcab14,ENSMUSG00000034210,ENSG00000159658,ortholog_one2one
Mrpl28,ENSMUSG00000024181,ENSG00000086504,ortholog_one2one
Clec1b,ENSMUSG00000030159,ENSG00000165682,ortholog_one2one
Adad2,ENSMUSG00000024266,ENSG00000140955,ortholog_one2one
Tmem139,ENSMUSG00000071506,ENSG00000178826,ortholog_one2one
Anks1,ENSMUSG00000024219,ENSG00000064999,ortholog_one2one
Prss37,ENSMUSG00000029909,ENSG00000165076,ortholog_one2one
Spata4,ENSMUSG00000031518,ENSG00000150628,ortholog_one2one
Ndufs5,ENSMUSG00000028648,ENSG00000168653,ortholog_one2one
Terf2ip,ENSMUSG00000033430,ENSG00000166848,ortholog_one2one
Milr1,ENSMUSG00000040528,ENSG00000271605,ortholog_one2one
Smyd5,ENSMUSG00000033706,ENSG00000135632,ortholog_one2one
Nudt7,ENSMUSG00000031767,ENSG00000140876,ortholog_one2one
Cda,ENSMUSG00000028755,ENSG00000158825,ortholog_one2one
Scamp4,ENSMUSG00000113949,ENSG00000227500,ortholog_one2one
Ephx2,ENSMUSG00000022040,ENSG00000120915,ortholog_one2one
Chac1,ENSMUSG00000027313,ENSG00000128965,ortholog_one2one
Ece1,ENSMUSG00000057530,ENSG00000117298,ortholog_one2one
Hnrnpul1,ENSMUSG00000040725,ENSG00000105323,ortholog_one2one
Spag4,ENSMUSG00000038180,ENSG00000061656,ortholog_one2one
Ido1,ENSMUSG00000031551,ENSG00000131203,ortholog_one2one
Lama1,ENSMUSG00000032796,ENSG00000101680,ortholog_one2one
Abcb10,ENSMUSG00000031974,ENSG00000135776,ortholog_one2one
Arg1,ENSMUSG00000019987,ENSG00000118520,ortholog_one2one
Tmem218,ENSMUSG00000032121,ENSG00000150433,ortholog_one2one
Flt4,ENSMUSG00000020357,ENSG00000037280,ortholog_one2one
Sema7a,ENSMUSG00000038264,ENSG00000138623,ortholog_one2one
Qrsl1,ENSMUSG00000019863,ENSG00000130348,ortholog_one2one
Cabp7,ENSMUSG00000009075,ENSG00000100314,ortholog_one2one
Tubb5,ENSMUSG00000001525,ENSG00000196230,ortholog_one2one
Rps25,ENSMUSG00000009927,ENSG00000118181,ortholog_one2one
Mpped2,ENSMUSG00000016386,ENSG00000066382,ortholog_one2one
Trnau1ap,ENSMUSG00000028898,ENSG00000180098,ortholog_one2one
Slc6a12,ENSMUSG00000030109,ENSG00000111181,ortholog_one2one
Aprt,ENSMUSG00000006589,ENSG00000198931,ortholog_one2one
Igf2r,ENSMUSG00000023830,ENSG00000197081,ortholog_one2one
Zfp90,ENSMUSG00000031907,ENSG00000184939,ortholog_one2one
Pou2af1,ENSMUSG00000032053,ENSG00000110777,ortholog_one2one
Tipin,ENSMUSG00000032397,ENSG00000075131,ortholog_one2one
Ccdc138,ENSMUSG00000038010,ENSG00000163006,ortholog_one2one
Kcnb1,ENSMUSG00000050556,ENSG00000158445,ortholog_one2one
Fcrl1,ENSMUSG00000059994,ENSG00000163534,ortholog_one2one
Eno3,ENSMUSG00000060600,ENSG00000108515,ortholog_one2one
Cep89,ENSMUSG00000023072,ENSG00000121289,ortholog_one2one
Slc5a5,ENSMUSG00000000792,ENSG00000105641,ortholog_one2one
R3hcc1,ENSMUSG00000034194,ENSG00000104679,ortholog_one2one
Slc27a2,ENSMUSG00000027359,ENSG00000140284,ortholog_one2one
Tmcc1,ENSMUSG00000030126,ENSG00000172765,ortholog_one2one
Rpl18a,ENSMUSG00000045128,ENSG00000105640,ortholog_one2one
Vamp3,ENSMUSG00000028955,ENSG00000049245,ortholog_one2one
Appl1,ENSMUSG00000040760,ENSG00000157500,ortholog_one2one
Gtf3a,ENSMUSG00000016503,ENSG00000122034,ortholog_one2one
Lrrc73,ENSMUSG00000071073,ENSG00000204052,ortholog_one2one
Akirin2,ENSMUSG00000028291,ENSG00000135334,ortholog_one2one
Smim18,ENSMUSG00000094500,ENSG00000253457,ortholog_one2one
Tmem150a,ENSMUSG00000055912,ENSG00000168890,ortholog_one2one
Nfat5,ENSMUSG00000003847,ENSG00000102908,ortholog_one2one
Msantd3,ENSMUSG00000039693,ENSG00000066697,ortholog_one2one
Necab3,ENSMUSG00000027489,ENSG00000125967,ortholog_one2one
Cep135,ENSMUSG00000036403,ENSG00000174799,ortholog_one2one
Fnbp1l,ENSMUSG00000039735,ENSG00000137942,ortholog_one2one
Zfc3h1,ENSMUSG00000034163,ENSG00000133858,ortholog_one2one
Ptcra,ENSMUSG00000036858,ENSG00000171611,ortholog_one2one
Synj2,ENSMUSG00000023805,ENSG00000078269,ortholog_one2one
Hebp1,ENSMUSG00000042770,ENSG00000013583,ortholog_one2one
Whrn,ENSMUSG00000039137,ENSG00000095397,ortholog_one2one
Garin1b,ENSMUSG00000039742,ENSG00000135248,ortholog_one2one
Cep295,ENSMUSG00000046111,ENSG00000166004,ortholog_one2one
Magi1,ENSMUSG00000045095,ENSG00000151276,ortholog_one2one
Ntrk1,ENSMUSG00000028072,ENSG00000198400,ortholog_one2one
Mpc2,ENSMUSG00000026568,ENSG00000143158,ortholog_one2one
Pou4f2,ENSMUSG00000031688,ENSG00000151615,ortholog_one2one
Gatad2a,ENSMUSG00000036180,ENSG00000167491,ortholog_one2one
Gtf3c6,ENSMUSG00000019837,ENSG00000155115,ortholog_one2one
Msh4,ENSMUSG00000005493,ENSG00000057468,ortholog_one2one
Cnppd1,ENSMUSG00000033159,ENSG00000115649,ortholog_one2one
Nalcn,ENSMUSG00000000197,ENSG00000102452,ortholog_one2one
Heca,ENSMUSG00000039879,ENSG00000112406,ortholog_one2one
Slc12a1,ENSMUSG00000027202,ENSG00000074803,ortholog_one2one
Mrln,ENSMUSG00000019933,ENSG00000227877,ortholog_one2one
Scyl2,ENSMUSG00000069539,ENSG00000136021,ortholog_one2one
Apbb1,ENSMUSG00000037032,ENSG00000166313,ortholog_one2one
Barhl2,ENSMUSG00000034384,ENSG00000143032,ortholog_one2one
Rpn1,ENSMUSG00000030062,ENSG00000163902,ortholog_one2one
Chfr,ENSMUSG00000014668,ENSG00000072609,ortholog_one2one
Fmo5,ENSMUSG00000028088,ENSG00000131781,ortholog_one2one
Batf3,ENSMUSG00000026630,ENSG00000123685,ortholog_one2one
Tmcc3,ENSMUSG00000020023,ENSG00000057704,ortholog_one2one
Sertad4,ENSMUSG00000016262,ENSG00000082497,ortholog_one2one
Sag,ENSMUSG00000056055,ENSG00000130561,ortholog_one2one
Nkain2,ENSMUSG00000069670,ENSG00000188580,ortholog_one2one
Ckap2l,ENSMUSG00000048327,ENSG00000169607,ortholog_one2one
Mob1a,ENSMUSG00000043131,ENSG00000114978,ortholog_one2one
Pnmt,ENSMUSG00000038216,ENSG00000141744,ortholog_one2one
Eloc,ENSMUSG00000079658,ENSG00000154582,ortholog_one2one
Serpini1,ENSMUSG00000027834,ENSG00000163536,ortholog_one2one
Bmp7,ENSMUSG00000008999,ENSG00000101144,ortholog_one2one
Tmem210,ENSMUSG00000026963,ENSG00000185863,ortholog_one2one
Rubcnl,ENSMUSG00000034959,ENSG00000102445,ortholog_one2one
Bcl2l1,ENSMUSG00000007659,ENSG00000171552,ortholog_one2one
Nav3,ENSMUSG00000020181,ENSG00000067798,ortholog_one2one
Coro6,ENSMUSG00000020836,ENSG00000167549,ortholog_one2one
Cplx3,ENSMUSG00000039714,ENSG00000213578,ortholog_one2one
Rnf31,ENSMUSG00000047098,ENSG00000092098,ortholog_one2one
Dhx30,ENSMUSG00000032480,ENSG00000132153,ortholog_one2one
Eva1a,ENSMUSG00000035104,ENSG00000115363,ortholog_one2one
Gucy1b1,ENSMUSG00000028005,ENSG00000061918,ortholog_one2one
Mtg2,ENSMUSG00000039069,ENSG00000101181,ortholog_one2one
Plekhm2,ENSMUSG00000028917,ENSG00000116786,ortholog_one2one
Nenf,ENSMUSG00000037499,ENSG00000117691,ortholog_one2one
Tafa4,ENSMUSG00000046500,ENSG00000163377,ortholog_one2one
Unc5b,ENSMUSG00000020099,ENSG00000107731,ortholog_one2one
Prss56,ENSMUSG00000036480,ENSG00000237412,ortholog_one2one
Kcnd3,ENSMUSG00000040896,ENSG00000171385,ortholog_one2one
Golt1b,ENSMUSG00000030245,ENSG00000111711,ortholog_one2one
Slamf9,ENSMUSG00000026548,ENSG00000162723,ortholog_one2one
Fezf1,ENSMUSG00000029697,ENSG00000128610,ortholog_one2one
Rbis,ENSMUSG00000078784,ENSG00000176731,ortholog_one2one
Iars2,ENSMUSG00000026618,ENSG00000067704,ortholog_one2one
Zfp777,ENSMUSG00000071477,ENSG00000196453,ortholog_one2one
Tmprss9,ENSMUSG00000059406,ENSG00000178297,ortholog_one2one
Med12l,ENSMUSG00000056476,ENSG00000144893,ortholog_one2one
Nrf1,ENSMUSG00000058440,ENSG00000106459,ortholog_one2one
Macroh2a2,ENSMUSG00000020086,ENSG00000099284,ortholog_one2one
Rps24,ENSMUSG00000025290,ENSG00000138326,ortholog_one2one
Sohlh1,ENSMUSG00000059625,ENSG00000165643,ortholog_one2one
Arl1,ENSMUSG00000060904,ENSG00000120805,ortholog_one2one
Ciz1,ENSMUSG00000039205,ENSG00000148337,ortholog_one2one
Abtb3,ENSMUSG00000020042,ENSG00000151136,ortholog_one2one
Baiap3,ENSMUSG00000047507,ENSG00000007516,ortholog_one2one
Ccnl1,ENSMUSG00000027829,ENSG00000163660,ortholog_one2one
Slc4a7,ENSMUSG00000021733,ENSG00000033867,ortholog_one2one
Gpr139,ENSMUSG00000066197,ENSG00000180269,ortholog_one2one
Ntrk3,ENSMUSG00000059146,ENSG00000140538,ortholog_one2one
Vwa7,ENSMUSG00000007030,ENSG00000204396,ortholog_one2one
Misp3,ENSMUSG00000074217,ENSG00000141854,ortholog_one2one
Vegfc,ENSMUSG00000031520,ENSG00000150630,ortholog_one2one
Cfd,ENSMUSG00000061780,ENSG00000197766,ortholog_one2one
Msl2,ENSMUSG00000066415,ENSG00000174579,ortholog_one2one
Ankrd10,ENSMUSG00000031508,ENSG00000088448,ortholog_one2one
Cenatac,ENSMUSG00000043923,ENSG00000186166,ortholog_one2one
Spic,ENSMUSG00000004359,ENSG00000166211,ortholog_one2one
Stk11ip,ENSMUSG00000026213,ENSG00000144589,ortholog_one2one
Plin2,ENSMUSG00000028494,ENSG00000147872,ortholog_one2one
Dhps,ENSMUSG00000060038,ENSG00000095059,ortholog_one2one
Pomt1,ENSMUSG00000039254,ENSG00000130714,ortholog_one2one
B4galnt1,ENSMUSG00000006731,ENSG00000135454,ortholog_one2one
Supt20,ENSMUSG00000027751,ENSG00000102710,ortholog_one2one
Marchf2,ENSMUSG00000079557,ENSG00000099785,ortholog_one2one
Tmem51,ENSMUSG00000040616,ENSG00000171729,ortholog_one2one
Cad,ENSMUSG00000013629,ENSG00000084774,ortholog_one2one
Oscar,ENSMUSG00000054594,ENSG00000170909,ortholog_one2one
Uqcr10,ENSMUSG00000059534,ENSG00000184076,ortholog_one2one
Phkb,ENSMUSG00000036879,ENSG00000102893,ortholog_one2one
Mrpl30,ENSMUSG00000026087,ENSG00000185414,ortholog_one2one
Slco3a1,ENSMUSG00000025790,ENSG00000176463,ortholog_one2one
Ubxn11,ENSMUSG00000012126,ENSG00000158062,ortholog_one2one
Bhlhe41,ENSMUSG00000030256,ENSG00000123095,ortholog_one2one
Poldip2,ENSMUSG00000001100,ENSG00000004142,ortholog_one2one
Smco2,ENSMUSG00000030292,ENSG00000165935,ortholog_one2one
Foxred1,ENSMUSG00000039048,ENSG00000110074,ortholog_one2one
C1ql2,ENSMUSG00000036907,ENSG00000144119,ortholog_one2one
Ccser1,ENSMUSG00000039578,ENSG00000184305,ortholog_one2one
Ciao1,ENSMUSG00000003662,ENSG00000144021,ortholog_one2one
Ppil3,ENSMUSG00000026035,ENSG00000240344,ortholog_one2one
Acss3,ENSMUSG00000035948,ENSG00000111058,ortholog_one2one
Ubxn6,ENSMUSG00000019578,ENSG00000167671,ortholog_one2one
Uvrag,ENSMUSG00000035354,ENSG00000198382,ortholog_one2one
BC049715,ENSMUSG00000047515,ENSG00000182993,ortholog_one2one
Prrt3,ENSMUSG00000045009,ENSG00000163704,ortholog_one2one
Hacd1,ENSMUSG00000063275,ENSG00000165996,ortholog_one2one
Thsd7a,ENSMUSG00000032625,ENSG00000005108,ortholog_one2one
Alox15,ENSMUSG00000018924,ENSG00000161905,ortholog_one2one
Gal3st1,ENSMUSG00000049721,ENSG00000128242,ortholog_one2one
Adamtsl5,ENSMUSG00000043822,ENSG00000185761,ortholog_one2one
Zcchc10,ENSMUSG00000018239,ENSG00000155329,ortholog_one2one
C3ar1,ENSMUSG00000040552,ENSG00000171860,ortholog_one2one
Aicda,ENSMUSG00000040627,ENSG00000111732,ortholog_one2one
Abo,ENSMUSG00000015787,ENSG00000175164,ortholog_one2one
Aasdh,ENSMUSG00000055923,ENSG00000157426,ortholog_one2one
Stx8,ENSMUSG00000020903,ENSG00000170310,ortholog_one2one
Zfp612,ENSMUSG00000044676,ENSG00000167377,ortholog_one2one
Itprid1,ENSMUSG00000037973,ENSG00000180347,ortholog_one2one
Lrp6,ENSMUSG00000030201,ENSG00000070018,ortholog_one2one
Tti2,ENSMUSG00000031577,ENSG00000129696,ortholog_one2one
Tcp11,ENSMUSG00000062859,ENSG00000124678,ortholog_one2one
Dennd11,ENSMUSG00000037172,ENSG00000257093,ortholog_one2one
Zswim9,ENSMUSG00000070814,ENSG00000185453,ortholog_one2one
Thap3,ENSMUSG00000039759,ENSG00000041988,ortholog_one2one
Kyat1,ENSMUSG00000039648,ENSG00000171097,ortholog_one2one
Hook1,ENSMUSG00000028572,ENSG00000134709,ortholog_one2one
Ncoa2,ENSMUSG00000005886,ENSG00000140396,ortholog_one2one
Lig3,ENSMUSG00000020697,ENSG00000005156,ortholog_one2one
Irx6,ENSMUSG00000031738,ENSG00000159387,ortholog_one2one
Gpd1l,ENSMUSG00000050627,ENSG00000152642,ortholog_one2one
Hibadh,ENSMUSG00000029776,ENSG00000106049,ortholog_one2one
Rex1bd,ENSMUSG00000058833,ENSG00000006015,ortholog_one2one
Fxyd3,ENSMUSG00000057092,ENSG00000089356,ortholog_one2one
Htt,ENSMUSG00000029104,ENSG00000197386,ortholog_one2one
Ftcd,ENSMUSG00000001155,ENSG00000160282,ortholog_one2one
Angptl8,ENSMUSG00000047822,ENSG00000130173,ortholog_one2one
Kcnk12,ENSMUSG00000050138,ENSG00000184261,ortholog_one2one
Asf1b,ENSMUSG00000005470,ENSG00000105011,ortholog_one2one
Mcfd2,ENSMUSG00000024150,ENSG00000180398,ortholog_one2one
Triml1,ENSMUSG00000031651,ENSG00000184108,ortholog_one2one
Eps8,ENSMUSG00000015766,ENSG00000151491,ortholog_one2one
Kif23,ENSMUSG00000032254,ENSG00000137807,ortholog_one2one
Cnot7,ENSMUSG00000031601,ENSG00000198791,ortholog_one2one
Actr6,ENSMUSG00000019948,ENSG00000075089,ortholog_one2one
Igsf23,ENSMUSG00000040498,ENSG00000216588,ortholog_one2one
Khnyn,ENSMUSG00000047153,ENSG00000100441,ortholog_one2one
Kcnj14,ENSMUSG00000058743,ENSG00000182324,ortholog_one2one
Ctf1,ENSMUSG00000042340,ENSG00000150281,ortholog_one2one
Mterf2,ENSMUSG00000049038,ENSG00000120832,ortholog_one2one
Nup62,ENSMUSG00000109511,ENSG00000213024,ortholog_one2one
Gas2l3,ENSMUSG00000074802,ENSG00000139354,ortholog_one2one
Tmem86a,ENSMUSG00000010307,ENSG00000151117,ortholog_one2one
Pls1,ENSMUSG00000049493,ENSG00000120756,ortholog_one2one
Pacsin1,ENSMUSG00000040276,ENSG00000124507,ortholog_one2one
Garin5a,ENSMUSG00000051113,ENSG00000142530,ortholog_one2one
Ltb4r2,ENSMUSG00000040432,ENSG00000213906,ortholog_one2one
Hbs1l,ENSMUSG00000019977,ENSG00000112339,ortholog_one2one
Sugt1,ENSMUSG00000022024,ENSG00000165416,ortholog_one2one
Zscan22,ENSMUSG00000054715,ENSG00000182318,ortholog_one2one
Fbxo8,ENSMUSG00000038206,ENSG00000164117,ortholog_one2one
Glrx2,ENSMUSG00000018196,ENSG00000023572,ortholog_one2one
Prkcb,ENSMUSG00000052889,ENSG00000166501,ortholog_one2one
Ireb2,ENSMUSG00000032293,ENSG00000136381,ortholog_one2one
Rhof,ENSMUSG00000029449,ENSG00000139725,ortholog_one2one
4931414P19Rik,ENSMUSG00000022179,ENSG00000100802,ortholog_one2one
Rbm38,ENSMUSG00000027510,ENSG00000132819,ortholog_one2one
Kctd10,ENSMUSG00000001098,ENSG00000110906,ortholog_one2one
Padi1,ENSMUSG00000025329,ENSG00000142623,ortholog_one2one
Hdlbp,ENSMUSG00000034088,ENSG00000115677,ortholog_one2one
Erich6b,ENSMUSG00000022002,ENSG00000165837,ortholog_one2one
Cenps,ENSMUSG00000073705,ENSG00000175279,ortholog_one2one
Trim35,ENSMUSG00000022043,ENSG00000104228,ortholog_one2one
